state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,date
60,81700,Tula,0.0,0.0,0.0,2025-11-08
60,23300,Faga'itua,0.0,0.0,0.0,2025-11-08
60,36900,Ili'ili,2280.942018948598,0.0,2280.942018948598,2025-11-08
60,66500,Sa'ilele,0.0,0.0,0.0,2025-11-08
60,82500,Utulei,7968.179526584649,0.0,7968.179526584649,2025-11-08
60,89700,Vatia,0.0,0.0,0.0,2025-11-08
60,69700,Sili,0.0,0.0,0.0,2025-11-08
60,55300,Matu'u,0.0,0.0,0.0,2025-11-08
60,20900,Avaio,0.0,0.0,0.0,2025-11-08
60,22500,Faga'alu,17701.025803151642,0.0,17701.025803151642,2025-11-08
60,84900,Utusia,0.0,0.0,0.0,2025-11-08
60,44900,Leone,243.80630271264275,0.0,243.80630271264275,2025-11-08
60,07300,Alofau,0.0,0.0,0.0,2025-11-08
60,10500,Amouli,0.0,0.0,0.0,2025-11-08
60,11300,Anua,0.0,0.0,0.0,2025-11-08
60,14500,Atu'u,0.0,0.0,0.0,2025-11-08
60,15300,Aua,995.3795970987726,0.0,995.3795970987726,2025-11-08
60,17700,Aumi,0.0,0.0,0.0,2025-11-08
60,20100,Auto,0.0,0.0,0.0,2025-11-08
60,50500,Maloata,0.0,0.0,0.0,2025-11-08
60,52900,Mapusagafou,0.0,0.0,0.0,2025-11-08
60,27300,Fagasa,0.0,0.0,0.0,2025-11-08
60,72900,Swains,0.0,0.0,0.0,2025-11-08
60,64100,Pava'ia'i,383.53319556548644,0.0,383.53319556548644,2025-11-08
60,28900,Fagatogo,28536.64199071786,0.0,28536.64199071786,2025-11-08
60,40800,Lauli'i,0.0,0.0,0.0,2025-11-08
60,44100,Leloaloa,0.0,0.0,0.0,2025-11-08
60,53700,Masausi,0.0,0.0,0.0,2025-11-08
60,54500,Masefau,0.0,0.0,0.0,2025-11-08
60,61700,Onenoa,0.0,0.0,0.0,2025-11-08
60,62230,Pagai,0.0,0.0,0.0,2025-11-08
60,57700,Nu'uuli,0.0,0.0,0.0,2025-11-08
60,12100,Aoa,314.0203050148217,0.0,314.0203050148217,2025-11-08
60,00100,Aasu,0.0,0.0,0.0,2025-11-08
60,02500,Afao,0.0,0.0,0.0,2025-11-08
60,08100,Amaluia,0.0,0.0,0.0,2025-11-08
60,08900,Amanave,0.0,0.0,0.0,2025-11-08
60,30500,Faleasao,0.0,0.0,0.0,2025-11-08
60,58500,Ofu,0.0,0.0,0.0,2025-11-08
60,75300,Tafuna,44473.73882101034,0.0,44473.73882101034,2025-11-08
60,76900,Taputimu,509.3326581878695,0.0,509.3326581878695,2025-11-08
60,84100,Utumea West,0.0,0.0,0.0,2025-11-08
60,60100,Olosega,0.0,0.0,0.0,2025-11-08
60,03300,Afono,0.0,0.0,0.0,2025-11-08
60,45700,Leusoali'i,0.0,0.0,0.0,2025-11-08
60,46500,Luma,0.0,0.0,0.0,2025-11-08
60,47300,Maia,0.0,0.0,0.0,2025-11-08
60,16900,Auma,0.0,0.0,0.0,2025-11-08
60,65300,Puapua,0.0,0.0,0.0,2025-11-08
60,06500,Alega,0.0,0.0,0.0,2025-11-08
60,16100,Auasi,0.0,0.0,0.0,2025-11-08
60,18500,Aunu'u,0.0,0.0,0.0,2025-11-08
60,49400,Malaeloa/Ituau,0.0,0.0,0.0,2025-11-08
60,32900,Fatumafuti,0.0,0.0,0.0,2025-11-08
60,83300,Utumea East,0.0,0.0,0.0,2025-11-08
60,71300,Si'ufaga,0.0,0.0,0.0,2025-11-08
60,68100,Satala,0.0,0.0,0.0,2025-11-08
60,04900,Alao,367.5715932477164,0.0,367.5715932477164,2025-11-08
60,13700,Asili,0.0,0.0,0.0,2025-11-08
60,25700,Fagamalo,0.0,0.0,0.0,2025-11-08
60,29700,Failolo,0.0,0.0,0.0,2025-11-08
60,32100,Faleniu,478.5942737527167,0.0,478.5942737527167,2025-11-08
60,36100,Futiga,0.0,0.0,0.0,2025-11-08
60,87300,Vailoatai,0.0,0.0,0.0,2025-11-08
60,04500,Agugulu,0.0,0.0,0.0,2025-11-08
60,24900,Fagali'i,0.0,0.0,0.0,2025-11-08
60,48920,Malaeloa/Aitulagi,1444.1285066467358,0.0,1444.1285066467358,2025-11-08
60,56900,Nua,0.0,0.0,0.0,2025-11-08
60,68900,Se'etaga,0.0,0.0,0.0,2025-11-08
60,64900,Poloa,0.0,0.0,0.0,2025-11-08
60,62500,Pago Pago,53612.69080276825,0.0,53612.69080276825,2025-11-08
60,56100,Mesepa,0.0,0.0,0.0,2025-11-08
60,09700,Amaua,0.0,0.0,0.0,2025-11-08
60,26500,Faganeanea,0.0,0.0,0.0,2025-11-08
60,48100,Malaeimi,285.0871212337448,0.0,285.0871212337448,2025-11-08
60,12800,Aoloau,0.0,0.0,0.0,2025-11-08
60,88100,Vaitogi,632.6128803932543,0.0,632.6128803932543,2025-11-08
